Well,Sample ID,Time (Minutes),RFUs,Gain Setting,Chromatic Settings,Expression Product,Amplicon DNA Template,Energy Solution,Experiment #,Lysate_First,Reaction Type,Replicate,System,lysate_aspirate_height_inc,lysate_aspirate_height_init,substrates_aspirate_height_inc,substrates_aspirate_height_init,wax_air_gap,wax_dispense_height,wax_dispense_volume,wax_disposal_volume,wax_new_tip,wax_touch_tip,Reaction Temperature (°C),Performed by,Instrument,Plate Reader Run #,Assay Date
B13,Sample X6,358,27974,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,6,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B15,Sample X7,358,19235,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,7,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B17,Sample X8,358,21761,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,8,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B19,Sample X9,358,16651,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,9,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B21,Sample X10,358,10992,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,10,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D03,Sample X11,358,19775,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,1,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D05,Sample X12,358,19283,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,2,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D07,Sample X13,358,23682,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,3,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D09,Sample X14,358,23963,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,4,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D11,Sample X15,358,24401,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,5,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D13,Sample X16,358,30382,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,6,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D15,Sample X17,358,26642,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,7,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D17,Sample X18,358,25372,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,8,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D19,Sample X19,358,18692,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,9,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D21,Sample X20,358,14868,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,10,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B03,Sample X1,360,21731,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,1,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B05,Sample X2,360,22856,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,2,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B07,Sample X3,360,25816,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,3,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B09,Sample X4,360,22011,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,4,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B11,Sample X5,360,25011,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,5,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B13,Sample X6,360,28199,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,6,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B15,Sample X7,360,19268,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,7,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B17,Sample X8,360,21912,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,8,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B19,Sample X9,360,16576,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,9,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B21,Sample X10,360,10968,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,10,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D03,Sample X11,360,19899,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,1,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D05,Sample X12,360,19467,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,2,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D07,Sample X13,360,23761,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,3,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D09,Sample X14,360,24120,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,4,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D11,Sample X15,360,24426,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,5,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D13,Sample X16,360,30467,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,6,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D15,Sample X17,360,26805,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,7,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D17,Sample X18,360,25612,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,8,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D19,Sample X19,360,18861,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,9,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D21,Sample X20,360,14929,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,10,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B03,Sample X1,362,21808,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,1,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B05,Sample X2,362,23022,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,2,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B07,Sample X3,362,25975,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,3,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B09,Sample X4,362,22166,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,4,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B11,Sample X5,362,25041,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,5,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B13,Sample X6,362,28218,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,6,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B15,Sample X7,362,19390,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,7,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B17,Sample X8,362,21947,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,8,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B19,Sample X9,362,16667,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,9,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B21,Sample X10,362,11008,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,10,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D03,Sample X11,362,19909,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,1,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D05,Sample X12,362,19518,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,2,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D07,Sample X13,362,23828,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,3,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D09,Sample X14,362,24233,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,4,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D11,Sample X15,362,24612,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,5,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D13,Sample X16,362,30564,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,6,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D15,Sample X17,362,26946,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,7,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D17,Sample X18,362,25723,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,8,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D19,Sample X19,362,18847,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,9,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D21,Sample X20,362,14883,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,10,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B03,Sample X1,364,21955,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,1,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B05,Sample X2,364,22990,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,2,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B07,Sample X3,364,26067,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,3,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B09,Sample X4,364,22198,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,4,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B11,Sample X5,364,25208,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,5,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B13,Sample X6,364,28291,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,6,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B15,Sample X7,364,19449,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,7,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B17,Sample X8,364,22021,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,8,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B19,Sample X9,364,16729,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,9,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B21,Sample X10,364,10990,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,10,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D03,Sample X11,364,20021,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,1,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D05,Sample X12,364,19563,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,2,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D07,Sample X13,364,23977,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,3,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D09,Sample X14,364,24271,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,4,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D11,Sample X15,364,24686,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,5,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D13,Sample X16,364,30702,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,6,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D15,Sample X17,364,27074,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,7,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D17,Sample X18,364,25783,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,8,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D19,Sample X19,364,18879,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,9,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D21,Sample X20,364,14966,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,10,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B03,Sample X1,366,21983,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,1,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B05,Sample X2,366,23189,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,2,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B07,Sample X3,366,26067,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,3,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B09,Sample X4,366,22333,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,4,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B11,Sample X5,366,25415,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,5,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B13,Sample X6,366,28341,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,6,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B15,Sample X7,366,19408,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,7,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B17,Sample X8,366,22169,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,8,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B19,Sample X9,366,16688,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,9,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B21,Sample X10,366,11056,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,10,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D03,Sample X11,366,20011,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,1,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D05,Sample X12,366,19603,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,2,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D07,Sample X13,366,24050,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,3,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D09,Sample X14,366,24429,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,4,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D11,Sample X15,366,24691,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,5,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D13,Sample X16,366,30701,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,6,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D15,Sample X17,366,27154,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,7,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D17,Sample X18,366,25824,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,8,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D19,Sample X19,366,18959,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,9,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D21,Sample X20,366,14857,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,10,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B03,Sample X1,368,22012,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,1,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B05,Sample X2,368,23180,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,2,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B07,Sample X3,368,26153,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,3,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B09,Sample X4,368,22418,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,4,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B11,Sample X5,368,25354,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,5,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B13,Sample X6,368,28376,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,6,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B15,Sample X7,368,19424,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,7,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B17,Sample X8,368,22226,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,8,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B19,Sample X9,368,16752,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,9,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
B21,Sample X10,368,10962,1500,485_520_2,GFP,s70_deGFP_MGA,AP_ES_004,9,True,TXTL,10,AP_Lysate_004,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D03,Sample X11,368,20052,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,1,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
D05,Sample X12,368,19574,1500,485_520_2,GFP,s70_deGFP_MGA,Michael_ES_001,10,False,TXTL,2,Michael_Lysate_001,0.4,4.5,0.6,8.6,20,-3,35,30,never,False,37,AP & MJS,BMG POLARstar Omega,6,2022-06-28
