Well,Sample ID,Time (Minutes),RFUs,Gain Setting,Chromatic Settings,Expression Product,Amplicon DNA Template,Energy Solution,Reaction Type,Replicate,System,Reaction Temperature (°C),Performed by,Instrument,Experiment #,lysate_aspirate_height,lysate_aspirate_height_inc,substrates_aspirate_height,substrates_aspirate_height_inc,wax_dispense_volume,wax_dispense_height,wax_new_tip,wax_touch_tip,wax_air_gap,wax_disposal_volume,Assay Date
B15,Sample X4,116,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,116,83,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,116,82,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,116,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,116,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,116,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,116,75,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,118,73,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,118,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,118,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,118,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,118,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,118,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,118,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,118,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,118,82,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,118,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,120,73,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,120,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,120,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,120,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,120,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,120,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,120,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,120,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,120,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,120,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,122,75,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,122,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,122,75,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,122,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,122,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,122,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,122,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,122,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,122,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,122,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,124,73,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,124,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,124,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,124,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,124,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,124,83,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,124,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,124,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,124,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,124,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,126,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,126,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,126,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,126,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,126,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,126,82,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,126,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,126,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,126,82,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,126,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,128,74,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,128,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,128,75,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,128,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,128,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,128,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,128,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,128,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,128,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,128,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,130,75,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,130,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,130,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,130,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,130,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,130,83,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,130,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,130,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,130,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,130,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,132,74,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,132,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,132,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,132,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,132,80,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,132,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,132,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,132,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,132,82,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,132,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,134,75,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,134,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,134,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,134,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,134,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,134,83,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,134,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,134,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,134,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,134,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,136,74,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,136,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,136,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,136,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,136,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,136,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,136,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B19,Sample X8,136,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,8,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B20,Sample X9,136,81,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,9,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B21,Sample X10,136,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,10,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B12,Sample X1,138,73,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,1,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B13,Sample X2,138,78,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,2,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B14,Sample X3,138,77,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,3,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B15,Sample X4,138,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,4,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B16,Sample X5,138,79,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,5,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B17,Sample X6,138,82,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,6,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
B18,Sample X7,138,76,800,485_520_1,GFP,s70_deGFP_MGA,Michael_ES_001,TXTL,7,Michael_Lysate_001,30,AP & MJS,BMG POLARstar Omega,1,4.5,0.4,9,0.4,35,5,never,True,20,30,2022-01-06
